image_link,title,description,link,price,sale_price,facebook_product_category,condition,availability,status,brand,id,item_group_id,size,google_product_category
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479328755_11xtbbk.png?v=100gms,"Palli Kaaram - 100gms","Palli Kaaram. Boldly Telugu! A nutty and spicy Kadapa classic made with peanuts, chili, and curry leaves. A true part of local culture — delicious with rice or even as a snack on its own. Ingredients: Peanuts, Red Chilly Powder, Curry Leaf, Dry Red Chilly, Garlic, Salt, Cumin",https://telugudelicacies.com/sales/palli-kaaram,90 INR,90 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,palli-kaaram-100gms,palli-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479328755_11xtbbk.png?v=250gms,"Palli Kaaram - 250gms","Palli Kaaram. Boldly Telugu! A nutty and spicy Kadapa classic made with peanuts, chili, and curry leaves. A true part of local culture — delicious with rice or even as a snack on its own. Ingredients: Peanuts, Red Chilly Powder, Curry Leaf, Dry Red Chilly, Garlic, Salt, Cumin",https://telugudelicacies.com/sales/palli-kaaram,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,palli-kaaram-250gms,palli-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479328755_11xtbbk.png?v=500gms,"Palli Kaaram - 500gms","Palli Kaaram. Boldly Telugu! A nutty and spicy Kadapa classic made with peanuts, chili, and curry leaves. A true part of local culture — delicious with rice or even as a snack on its own. Ingredients: Peanuts, Red Chilly Powder, Curry Leaf, Dry Red Chilly, Garlic, Salt, Cumin",https://telugudelicacies.com/sales/palli-kaaram,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,palli-kaaram-500gms,palli-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479302529_4neu7n.png?v=100gms,"Godhuma Kaaram - 100gms","Tasty, Light & Fresh! A wholesome, nutty podi made with chakki atta, dals, coconut, and garlic. Perfectly balanced, it brings a bold, hearty flavor to your meals. Ingredients: Chakki Atta, Urad Dal, Red Chilly Powder, Dry Coconut, Flax Seed, Garlic Cut, Garlic, Salt",https://telugudelicacies.com/sales/godhuma-kaaram,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,godhuma-kaaram-100gms,godhuma-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479302529_4neu7n.png?v=250gms,"Godhuma Kaaram - 250gms","Tasty, Light & Fresh! A wholesome, nutty podi made with chakki atta, dals, coconut, and garlic. Perfectly balanced, it brings a bold, hearty flavor to your meals. Ingredients: Chakki Atta, Urad Dal, Red Chilly Powder, Dry Coconut, Flax Seed, Garlic Cut, Garlic, Salt",https://telugudelicacies.com/sales/godhuma-kaaram,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,godhuma-kaaram-250gms,godhuma-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479302529_4neu7n.png?v=500gms,"Godhuma Kaaram - 500gms","Tasty, Light & Fresh! A wholesome, nutty podi made with chakki atta, dals, coconut, and garlic. Perfectly balanced, it brings a bold, hearty flavor to your meals. Ingredients: Chakki Atta, Urad Dal, Red Chilly Powder, Dry Coconut, Flax Seed, Garlic Cut, Garlic, Salt",https://telugudelicacies.com/sales/godhuma-kaaram,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,godhuma-kaaram-500gms,godhuma-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479585254_z2ctw3.png?v=100gms,"Idli Podi - 100gms","Idli's Best Friends: Ghee & Podi! A classic South Indian podi made with chickpeas, urad dal, and spices. Perfectly balanced for hot idlis with ghee, adding a nutty, mildly spicy flavor every time. Ingredients: Chickpea, Urad Dal, Dry Red Chilly, Cumin, Black Pepper, Salt, Curry Leaf",https://telugudelicacies.com/sales/idli-podi,90 INR,90 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,idli-podi-100gms,idli-podi,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479585254_z2ctw3.png?v=250gms,"Idli Podi - 250gms","Idli's Best Friends: Ghee & Podi! A classic South Indian podi made with chickpeas, urad dal, and spices. Perfectly balanced for hot idlis with ghee, adding a nutty, mildly spicy flavor every time. Ingredients: Chickpea, Urad Dal, Dry Red Chilly, Cumin, Black Pepper, Salt, Curry Leaf",https://telugudelicacies.com/sales/idli-podi,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,idli-podi-250gms,idli-podi,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479585254_z2ctw3.png?v=500gms,"Idli Podi - 500gms","Idli's Best Friends: Ghee & Podi! A classic South Indian podi made with chickpeas, urad dal, and spices. Perfectly balanced for hot idlis with ghee, adding a nutty, mildly spicy flavor every time. Ingredients: Chickpea, Urad Dal, Dry Red Chilly, Cumin, Black Pepper, Salt, Curry Leaf",https://telugudelicacies.com/sales/idli-podi,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,idli-podi-500gms,idli-podi,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479376870_n8il7t.png?v=100gms,"Pudina Kaaram - 100gms","Light, Lively & Minty-Perfect! A refreshing and aromatic South Indian spice blend featuring sun-dried mint, garlic, and roasted lentils for a zesty, herbaceous kick. Ingredients: Dried Pudina, Garlic, Dry Red Chilly, Fresh Coriander, Urad Dal, Red Gram, Poha, Cumin, Salt, Dry Red Chilly",https://telugudelicacies.com/sales/pudina-kaaram,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,pudina-kaaram-100gms,pudina-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479376870_n8il7t.png?v=250gms,"Pudina Kaaram - 250gms","Light, Lively & Minty-Perfect! A refreshing and aromatic South Indian spice blend featuring sun-dried mint, garlic, and roasted lentils for a zesty, herbaceous kick. Ingredients: Dried Pudina, Garlic, Dry Red Chilly, Fresh Coriander, Urad Dal, Red Gram, Poha, Cumin, Salt, Dry Red Chilly",https://telugudelicacies.com/sales/pudina-kaaram,185 INR,185 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,pudina-kaaram-250gms,pudina-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479376870_n8il7t.png?v=500gms,"Pudina Kaaram - 500gms","Light, Lively & Minty-Perfect! A refreshing and aromatic South Indian spice blend featuring sun-dried mint, garlic, and roasted lentils for a zesty, herbaceous kick. Ingredients: Dried Pudina, Garlic, Dry Red Chilly, Fresh Coriander, Urad Dal, Red Gram, Poha, Cumin, Salt, Dry Red Chilly",https://telugudelicacies.com/sales/pudina-kaaram,335 INR,335 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,pudina-kaaram-500gms,pudina-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479365057_k7osu.png?v=100gms,"Moringa Kaaram - 100gms","Moringa Magic: Nutritious. Natural. Delicious! A nutrient-dense South Indian spice blend combining superfood Moringa leaves with roasted lentils and seeds. Ingredients: Moringa, Red Gram, Chickpea, Pumpkin Seeds, Dry Red Chilly, Curry Leaf, Cumin, Black Pepper, Lemon Salt, Salt, Dried Pudina",https://telugudelicacies.com/sales/moringa-kaaram,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,moringa-kaaram-100gms,moringa-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479365057_k7osu.png?v=250gms,"Moringa Kaaram - 250gms","Moringa Magic: Nutritious. Natural. Delicious! A nutrient-dense South Indian spice blend combining superfood Moringa leaves with roasted lentils and seeds. Ingredients: Moringa, Red Gram, Chickpea, Pumpkin Seeds, Dry Red Chilly, Curry Leaf, Cumin, Black Pepper, Lemon Salt, Salt, Dried Pudina",https://telugudelicacies.com/sales/moringa-kaaram,185 INR,185 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,moringa-kaaram-250gms,moringa-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479365057_k7osu.png?v=500gms,"Moringa Kaaram - 500gms","Moringa Magic: Nutritious. Natural. Delicious! A nutrient-dense South Indian spice blend combining superfood Moringa leaves with roasted lentils and seeds. Ingredients: Moringa, Red Gram, Chickpea, Pumpkin Seeds, Dry Red Chilly, Curry Leaf, Cumin, Black Pepper, Lemon Salt, Salt, Dried Pudina",https://telugudelicacies.com/sales/moringa-kaaram,335 INR,335 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,moringa-kaaram-500gms,moringa-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1765353864852_lrthnh.png?v=250g,"Premium Coffee - 250g","Aromatic South Indian filter coffee blend made from carefully selected coffee beans. Rich, smooth, and perfect for your morning ritual or evening relaxation.",https://telugudelicacies.com/sales/premium-coffee,200 INR,200 INR,Food & Beverages > Beverages > Coffee,new,in stock,active,Telugu Delicacies,premium-coffee-250g,premium-coffee,250g,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479478483_xwofgy.png?v=100gms,"Kandi Podi - 100gms","Flavor-packed, protein-rich! A protein-rich lentil blend from Kadapa, this podi combines fried gram, coconut, and garlic for a nutty, savory taste. Ingredients: Fried Half Gram, Dry Coconut, Garlic, Red Chilly Powder, Salt",https://telugudelicacies.com/sales/kandi-podi,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,kandi-podi-100gms,kandi-podi,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479478483_xwofgy.png?v=250gms,"Kandi Podi - 250gms","Flavor-packed, protein-rich! A protein-rich lentil blend from Kadapa, this podi combines fried gram, coconut, and garlic for a nutty, savory taste. Ingredients: Fried Half Gram, Dry Coconut, Garlic, Red Chilly Powder, Salt",https://telugudelicacies.com/sales/kandi-podi,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,kandi-podi-250gms,kandi-podi,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479478483_xwofgy.png?v=500gms,"Kandi Podi - 500gms","Flavor-packed, protein-rich! A protein-rich lentil blend from Kadapa, this podi combines fried gram, coconut, and garlic for a nutty, savory taste. Ingredients: Fried Half Gram, Dry Coconut, Garlic, Red Chilly Powder, Salt",https://telugudelicacies.com/sales/kandi-podi,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,kandi-podi-500gms,kandi-podi,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479391579_3rk2xm.png?v=100gms,"Dosa Kaaram - 100gms","Perfect Spice for Crispy Dosas! A flavorful podi crafted for crispy dosas. Made with poha, lentils, and aromatic spices, it adds a nutty, spicy kick. Ingredients: Poha, Chickpea, Urad Dal, Coriander, Dry Red Chilly, Cumin, Curry Leaf, Salt, Garlic, Marathi Moggu, Cinnamon",https://telugudelicacies.com/sales/dosa-kaaram,90 INR,90 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,dosa-kaaram-100gms,dosa-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479391579_3rk2xm.png?v=250gms,"Dosa Kaaram - 250gms","Perfect Spice for Crispy Dosas! A flavorful podi crafted for crispy dosas. Made with poha, lentils, and aromatic spices, it adds a nutty, spicy kick. Ingredients: Poha, Chickpea, Urad Dal, Coriander, Dry Red Chilly, Cumin, Curry Leaf, Salt, Garlic, Marathi Moggu, Cinnamon",https://telugudelicacies.com/sales/dosa-kaaram,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,dosa-kaaram-250gms,dosa-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479391579_3rk2xm.png?v=500gms,"Dosa Kaaram - 500gms","Perfect Spice for Crispy Dosas! A flavorful podi crafted for crispy dosas. Made with poha, lentils, and aromatic spices, it adds a nutty, spicy kick. Ingredients: Poha, Chickpea, Urad Dal, Coriander, Dry Red Chilly, Cumin, Curry Leaf, Salt, Garlic, Marathi Moggu, Cinnamon",https://telugudelicacies.com/sales/dosa-kaaram,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,dosa-kaaram-500gms,dosa-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766988839235_fa62zl.png?v=5PCS,"Malabar Parota - 5PCS","Authentic Kerala-style layered parota made with premium flour and traditional techniques. Soft, flaky layers that separate beautifully when cooked. Perfect with curry or dal.",https://telugudelicacies.com/sales/malabar-parota-1,85 INR,85 INR,Food & Beverages > Food Items > Bakery > Bread & Buns,new,in stock,active,Telugu Delicacies,malabar-parota-1-5PCS,malabar-parota-1,5PCS,ready-to-cook
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766988709424_8gm713.png?v=10 PCS,"Malabar Parota - 10 PCS","Authentic Kerala-style layered parota made with premium flour and traditional techniques. Soft, flaky layers that separate beautifully when cooked. Perfect with curry or dal.",https://telugudelicacies.com/sales/malabar-parota,155 INR,155 INR,Food & Beverages > Food Items > Bakery > Bread & Buns,new,in stock,active,Telugu Delicacies,malabar-parota-10PCS,malabar-parota,10 PCS,ready-to-cook
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479312308_wyp9u.png?v=100gms,"Velluli Kaaram - 100gms","Sauté. Sprinkle. Savor Garlic. A garlicky podi with dry coconut and spices, a staple in every Kadapa household. Adds delicious flavor to sautéed vegetables. Ingredients: Dry Coconut, Garlic, Salt, Red Chilly Powder, Coriander",https://telugudelicacies.com/sales/velluli-kaaram,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,velluli-kaaram-100gms,velluli-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479312308_wyp9u.png?v=250gms,"Velluli Kaaram - 250gms","Sauté. Sprinkle. Savor Garlic. A garlicky podi with dry coconut and spices, a staple in every Kadapa household. Adds delicious flavor to sautéed vegetables. Ingredients: Dry Coconut, Garlic, Salt, Red Chilly Powder, Coriander",https://telugudelicacies.com/sales/velluli-kaaram,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,velluli-kaaram-250gms,velluli-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479312308_wyp9u.png?v=500gms,"Velluli Kaaram - 500gms","Sauté. Sprinkle. Savor Garlic. A garlicky podi with dry coconut and spices, a staple in every Kadapa household. Adds delicious flavor to sautéed vegetables. Ingredients: Dry Coconut, Garlic, Salt, Red Chilly Powder, Coriander",https://telugudelicacies.com/sales/velluli-kaaram,335 INR,335 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,velluli-kaaram-500gms,velluli-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766489849434_p5okhm.png?v=250gms,"Chutney Premix - 250gms","Fresh Chutney in a Snap! A quick and easy blend of peanuts, gram, and spices. Just add water and grind to make a smooth, flavorful Palli (groundnut) chutney in minutes. Ingredients: Peanuts, Fried Half Gram, Green Chilli, Coriander, Salt, Tamarind",https://telugudelicacies.com/sales/chutney-premix,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,chutney-premix-250gms,chutney-premix,250gms,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766489849434_p5okhm.png?v=500gms,"Chutney Premix - 500gms","Fresh Chutney in a Snap! A quick and easy blend of peanuts, gram, and spices. Just add water and grind to make a smooth, flavorful Palli (groundnut) chutney in minutes. Ingredients: Peanuts, Fried Half Gram, Green Chilli, Coriander, Salt, Tamarind",https://telugudelicacies.com/sales/chutney-premix,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,chutney-premix-500gms,chutney-premix,500gms,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1765353864852_lrthnh.png?v=1kg,"Multigrain Atta - 1kg","A nutritious blend of wheat, millet, barley, and other wholesome grains. Perfect for making healthy rotis, parathas, and bread with enhanced nutritional value.",https://telugudelicacies.com/sales/multigrain-atta,60 INR,60 INR,Food & Beverages > Food Items > Grains Rice & Cereal > Flour,new,in stock,active,Telugu Delicacies,multigrain-atta-1kg,multigrain-atta,1kg,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766489860284_jcy5r78.png?v=250gms,"MultiGrain Mix - 250gms","Power of 13 Grains, Strength in Every Bite! A wholesome blend of 13 grains and legumes, designed to make multigrain chapatis at home. Ingredients: Horse Gram, Red Gram, Cornflour, Oats, Finger Millet, Soybean, Pearl Millet, Chickpea, Mung Bean, White Sesame Seeds, Urad Dal, Red Chilly Powder, Garlic, Coriander",https://telugudelicacies.com/sales/multigrain-mix,175 INR,175 INR,Food & Beverages > Food Items > Grains Rice & Cereal > Flour,new,in stock,active,Telugu Delicacies,multigrain-mix-250gms,multigrain-mix,250gms,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766489860284_jcy5r78.png?v=500gms,"MultiGrain Mix - 500gms","Power of 13 Grains, Strength in Every Bite! A wholesome blend of 13 grains and legumes, designed to make multigrain chapatis at home. Ingredients: Horse Gram, Red Gram, Cornflour, Oats, Finger Millet, Soybean, Pearl Millet, Chickpea, Mung Bean, White Sesame Seeds, Urad Dal, Red Chilly Powder, Garlic, Coriander",https://telugudelicacies.com/sales/multigrain-mix,315 INR,315 INR,Food & Beverages > Food Items > Grains Rice & Cereal > Flour,new,in stock,active,Telugu Delicacies,multigrain-mix-500gms,multigrain-mix,500gms,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1765353864852_lrthnh.png?v=250g,"Pure Turmeric - 250g","Premium quality turmeric powder with high curcumin content. Known for its anti-inflammatory and antioxidant properties, perfect for cooking and health benefits.",https://telugudelicacies.com/sales/pure-turmeric,150 INR,120 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,pure-turmeric-250g,pure-turmeric,250g,ready-to-use
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766988965470_hlj3lu.png?v=10 pcs,"Whole Wheat Parota - 10 pcs","",https://telugudelicacies.com/sales/whole-wheat-parota,155 INR,155 INR,Food & Beverages > Food Items > Bakery > Bread & Buns,new,in stock,active,Telugu Delicacies,whole-wheat-parota-10pcs,whole-wheat-parota,10 pcs,ready-to-cook
